,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735405,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-30,868706,MXN,Expirado,No,,,,,0,0,0,,Mediana,"UNIFORMES INDUSTRIALES COMANDO, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735451,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-03-26,31151,MXN,Expirado,No,,,,,0,0,0,,Micro,"ICONO TEXTIL, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,733856,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-24,66950,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"GRUPO LARONT, S.A. DE C.V. ",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,733832,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-24,764908,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"GRUPO LARONT, S.A. DE C.V. ",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,733788,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-24,743643,MXN,Expirado,No,,,,,0,0,0,,Micro,"CENTRAL DE MATERIAL PARA HOSPITALES, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735385,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-30,179280,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,"MDO IMAGEN EJECUTIVA, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735397,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-30,932678.4,MXN,Expirado,No,,,,,0,0,0,,Micro,HÉCTOR SÁNCHEZ VÁZQUEZ ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735457,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-30,517795.5,MXN,Expirado,No,,,,,0,0,0,,Mediana,"GRUPO LAFI, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735452,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-03-26,10088,MXN,Expirado,No,,,,,0,0,0,,Mediana,"GRUPO LAFI, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735273,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-03-26,50600,MXN,Expirado,No,,,,,0,0,0,,Micro,"CREATIMEX PUBLICIDAD, S.A. DE C.V. ",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735760,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N101-2014,2015-01-30 00:00:00 GMT,2014-12-16 19:43,2015-01-22 09:00,Nacional,Adquisiciones,Licitación Pública,Mixta,735462,"ADQUISICIÓN DE VESTUARIO, UNIFORMES,PRENDAS DE PROTECCIÓN Y CALZADO PARA AICM",2015-02-24,2015-04-30,242970,MXN,Expirado,No,,,,,0,0,0,,Pequeña,"COLECCIONES FINAS, S.A. DE C.V. ",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496323
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,809754,ADQUISICION DE LIBRETA RAYADA TIPO FLORETE,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009KDN001-N40-2015,,,2015-02-20 00:00:00 GMT,Nacional,Adquisiciones,Adjudicación Directa Federal,Mixta,734821,ADQUISICION DE LIBRETA RAYADA TIPO FLORETE ,2015-02-23,2015-03-10,209600,MXN,Expirado,No,,,,2015-02-23 00:00:00 GMT,0,0,0,,Pequeña,"HILAFIN, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=550826
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,746773,"SERVICIO DE SUMINISTRO DE AGUA POTABLE EN PIPAS MAYORES A 30,000 LITROS PARA AIC",01. Licitación Pública Nacional LAASSP,LA-009KDN001-N6-2015,2015-02-11 00:00:00 GMT,2015-01-16 17:58,2015-02-04 10:00,Nacional,Servicios,Licitación Pública,Mixta,705340,"SERVICIO DE SUMINISTRO DE AGUA POTABLE EN PIPAS MAYORES A 30,000 LITROS ",2015-02-16,2015-12-31,21250000,MXN,Activo,No,,,,,0,0,0,,Pequeña,ADOLFO TREJO CASTORENA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=503688
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,755297,SERVICIO DE SEG Y VIG EN PUNTOS DE INSPECCIÓN DE SEG Y SALAS  DE ÚLTIM ESP EN T1,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009KDN001-N9-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,683792, SERVICIO DE SEG Y VIG EN PUNTOS DE INSPECCIÓN DE SEG Y SALAS DE ÚLTIM ESP EN T1 ,2015-02-01,2017-01-31,249657552.8,MXN,Activo,No,,,,2015-01-30 00:00:00 GMT,0,0,1,,No MIPYME,"GSI SEGURIDAD PRIVADA, S.A. DE C.V. ",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=510060
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,755290,"SERVICIO DE SEGURIDAD Y VIGILANCIA EN PLATAFORMAS, ZONA PERIMETRAL ",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009KDN001-N7-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,683790,"SERVICIO DE SEGURIDAD Y VIGILANCIA EN PLATAFORMAS, ZONA PERIMETRAL ",2015-02-01,2017-01-31,166492296.84,MXN,Activo,No,,,,2015-01-30 00:00:00 GMT,0,0,1,,No MIPYME,"SERVISEG, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=510056
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,755295,SERVICIO DE SEGURIDAD Y VIGILANCIA EN PUNTOS DE INSPECCIÓN DE SEGURIDAD Y SALAS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009KDN001-N8-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,683791,SERVICIO DE SEGURIDAD Y VIGILANCIA EN PUNTOS DE INSPECCIÓN DE SEGURIDAD,2015-02-01,2017-01-31,267291290.36,MXN,Activo,No,,,,2015-01-30 00:00:00 GMT,0,0,1,,No MIPYME,"EULEN DE SEGURIDAD PRIVADA, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=510058
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,755299,SERVICIO DE CONTROL Y MONITOREO EN AMBAS TERMINALES DEL AEROPUERTO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009KDN001-N11-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,683795,SERVICIO DE CONTROL Y MONITOREO EN AMBAS TERMINALES DEL AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MÉXICO.,2015-02-01,2017-01-31,208907285.28,MXN,Activo,No,,,,2015-01-30 00:00:00 GMT,0,0,1,,No MIPYME,"CONSULTORES ASOCIADOS EN PROTECCIÓN PRIVADA EMPRESARIAL, S.A DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=510062
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,755286,SERVICIO DE SEGURIDAD Y VIGILANCIA EN EL ÁREA DE EQUIPAJE DOCUMENTADO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009KDN001-N10-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,683794,SERVICIO DE SEGURIDAD Y VIGILANCIA EN EL ÁREA DE EQUIPAJE DOCUMENTADO ,2015-02-01,2017-01-31,117068948.24,MXN,Activo,No,,,,2015-01-28 00:00:00 GMT,0,0,1,,No MIPYME,"TECNOLOGÍA EN SEGURIDAD PRIVADA SSIA, Q. ROO, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=510061
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,809454,CURSO DE CAPACITACION EN MATERIA JURIDICA,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009KDN001-N32-2015,,,2015-01-28 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,734407,CURSO DE CAPACITACION EN MATERIA JURIDICA ,2015-01-29,2015-03-06,150000,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,INVESTIGACIONES Y ESTUDIOS SUPERIORES S.C.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=550491
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,727987,SERVICIO DE OPERACIÓN DE ESTACIONAMIENTO VERTICAL 01 EN T1 Y VERTICAL T2,01. Licitación Pública Nacional LAASSP,LA-009KDN001-N99-2014,2015-01-20 00:00:00 GMT,2014-12-09 20:09,2015-01-14 16:00,Nacional,Servicios,Licitación Pública,Mixta,681890,CONTRATOS PARA EL SERVICIO DE OPERACIÓN DE ESTACIONAMIENTO VERTICAL 01 EN T1 Y VERTICAL T2 ,2015-01-27,2016-09-11,23572271.59,MXN,Activo,No,,,,,0,0,1,,Mediana,"ESTACIONAMIENTOS PUMASA, .S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=493528
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,735997,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL PARQUE VEHICULAR,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009KDN001-N103-2014,,,,Nacional,Servicios,Adjudicación Directa Federal,,682965,CONTRATO DE SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL PARQUE VEHICULAR ,2015-01-19,2015-12-31,182474.84,MXN,Activo,No,,,,,1,0,0,,Pequeña,"SERVICIOS CORPORATIVOS KEMPER, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=496357
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,741153,SERVICIO DE ACTUALIZACIÓN DE LICENCIAS DE SOFTWARE Y SOPORTE TÉCNICO ORACLE,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009KDN001-N104-2014,,,,Nacional,Servicios,Adjudicación Directa Federal,,732535,SERVICIO DE ACTUALIZACIÓN DE LICENCIAS DE SOFTWARE Y SOPORTE TÉCNICO ORACLE,2015-01-01,2015-12-31,2658045.8,MXN,Activo,No,,,,,1,0,0,,No MIPYME,ORACLE DE MEXICO S.A. de C.V.,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=503362
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,810920,SERVICIO DE GRABACIÓN Y EDICIÓN EN VIDEO DE LOS EVENTOS OFICIALES DEL AICM,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009KDN001-N43-2015,,,2014-12-29 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,735999,SERVICIO DE GRABACIÓN Y EDICIÓN EN VIDEO DE LOS EVENTOS OFICIALES DEL AICM,2015-01-01,2015-12-31,360000,MXN,Activo,No,,,,,0,0,0,,Micro,MONICA BUENROSTRO HERNANDEZ,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=551508
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,810968,SERVICIO DE CONSULTORÍA FISCAL PARA EL EJERCICIO 2015,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009KDN001-N44-2015,,,2014-12-29 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,736052,SERVICIO DE CONSULTORÍA FISCAL PARA EL EJERCICIO 2015,2015-01-01,2015-12-31,336000,MXN,Activo,No,,,,,0,0,0,,Pequeña,"MUNGUIA ELMS CONSULTING, S.C.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=551544
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,809585,CONTRATACIÓN DE LA FIANZA GLOBAL DE FIDELIDAD PARA PERSONAL DE AICM,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009KDN001-N35-2015,,,2014-12-30 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,734627,CONTRATACIÓN DE LA FIANZA GLOBAL DE FIDELIDAD PARA PERSONAL DE AICM ,2015-01-01,2015-12-31,141125,MXN,Activo,No,,,,,0,0,0,,Mediana,"AFIANZADORA SOFIMEX, S.A.",Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=550594
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,725196,Seguro de Vida Institucional e Incapacidad Total y Permanente para los Trabajado,01. Licitación Pública Nacional LAASSP,LA-009KDN001-N98-2014,2014-12-19 00:00:00 GMT,2014-11-28 18:12,2014-12-16 10:00,Nacional,Servicios,Licitación Pública,Mixta,676135,SEGURO DE VIDA INSTITUCIONAL E INCAPACIDAD TOTAL Y PERMANENTE PARA LOS TRABAJADO,2015-01-01,2015-12-31,3075467.86,MXN,Activo,No,,,,,0,0,0,,No MIPYME,"AXA SEGUROS, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=489439
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,809602,SERVICIO INTEGRAL DE MONITOREO  DE TODA LA INFORMACIÓN DE TODOS LOS SECTORES  ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009KDN001-N36-2015,,,2015-12-18 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,734650,SERVICIO INTEGRAL DE MONITOREO DE TODA LA INFORMACIÓN DE TODOS LOS SECTORES ,2015-01-01,2015-12-31,360000,MXN,Activo,No,,,,,0,0,0,,Pequeña,EFINFO S A P I DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=550607
APF,AICM,"Aeropuerto Internacional de la Ciudad de México, S.A. de C.V.",009KDN001,AICM-Gerencia de Recursos Materiales,César Carrillo González,809626,SERVICIO DE ENTREGA DE LUNES A DOMINGO DE EJEMPLARES DE PERIODICO ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009KDN001-N37-2015,,,2014-12-18 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,734673,SERVICIO DE ENTREGA DE LUNES A DOMINGO DE EJEMPLARES DE PERIODICO ,2015-01-01,2015-12-31,134000,MXN,Activo,No,,,,,0,0,0,,Micro,MARCO ANTONIO MARTINEZ CERNA,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=550629
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL044,ASA-ESTACION DE COMBUSTIBLES MERIDA,FRANCISCO ALVAREZ PERALES,812739,MANTENIMIENTO PREVENTIVO A LAS UNIDADES DE SERVICIO Y DE APOYO,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009JZL044-N8-2015,,2015-05-08 15:10,2015-05-11 10:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,738329,MANTENIMIENTO PREVENTIVO A LAS UNIDADES DE SERVICIO Y DE APOYO ADSCRITAS A LA ESTACION DE COMBUSTIBLES DEL AEROPUERTO DE MERIDA,2015-05-25,2015-12-31,117033,TEST,Activo,No,,,,,0,0,0,,Pequeña,JOSE JOHNATAN CARRILLO DIAZ,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=552971
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,791413,IO N16 PROYECTO REHABILITACION PISTA CONFROMACION FRANJAS EN APTO.TEHUACAN,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009JZL001-N16-2015,2015-05-06 00:00:00 GMT,2015-04-10 18:20,2015-04-27 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,739021,"PROYECTO PARA LA REHABILITACIÓN DE PISTA, CONFORMACIÓN DE FRANJAS DE PISTA Y RESA, CONSTRUCCIÓN DE MÁRGENES LATERALES DE PISTA, REHABILITACIÓN DE PLATAFORMA COMERCIAL Y REHABILITACIÓN DE RODAJE ALFA EN EL AEROPUERTO DE TEHUACÁN, PUE.",2015-05-19,2015-09-15,1734191.43,MXN,Activo,No,,,,2015-05-18 00:00:00 GMT,0,0,0,,Pequeña,PROYECTOS ASESORIA Y CONTROL DE CALIDAD,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=540580
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL001,ASA-Gerencia de Licitaciones 2,Miguel Ángel Bustos Guerrero,809953,AO N29 PROYECTO REUBICACION DE OFICINAS O Y L EN ASA,22. Adjudicación Directa Nacional Art. 43 LOPSRM,AO-009JZL001-N29-2015,,2015-05-04 19:36,2015-05-08 10:00,Nacional,Servicios Relacionados con la OP,Adjudicación Directa Federal,Mixta,739391,"PROYECTO EJECUTIVO PARA LA REUBICACIÓN DE OFICINAS ADMINISTRATIVAS EDIFICIOS ""O"" Y ""L"" EN OFICINAS GENERALES DE ASA.",2015-05-15,2015-06-03,284362.32,MXN,Activo,No,,,,2015-05-14 00:00:00 GMT,0,0,0,,Micro,ARQUIDIGITAL SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=550887
APF,ASA,Aeropuertos y Servicios Auxiliares,009JZL012,ASA-Administración del Aeropuerto Ciudad Victoria General Pedro J. Méndez,Daniel Ruben Zamarrón Acuña,812000,MANTENIMIENTO A VEHÍCULO DE EXTINCIÓN DE INCENDIOS VREI-14   ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-009JZL012-N8-2015,,2015-05-08 12:55,2015-05-08 13:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,737763,"MANTENIMIENTO CORRECTIVO AL VEHÍCULO DE EXTINCIÓN DE INCENDIOS IDENTIFICADO CON EL No. ECONÓMICO VREI-14 ASIGNADO AL AEROPUERTO DE CD. VICTORIA, TAMPS. ",2015-05-13,2015-05-21,25500,MXN,Activo,No,,,,2015-05-08 00:00:00 GMT,0,1,0,,Micro,FRANCISCO JAVIER FLORES CANTU,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=552395
